title,authors,average_rating,isbn,language_code,# num_pages
Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington-Bill Robertie,4.23,1880685337,eng,381
The Design of Everyday Things,Donald A. Norman,4.19,465067107,eng,240
Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.94,465051367,eng,272
The Psychology of Everyday Things,Donald A. Norman,4.19,465067093,eng,257
No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones-Diane M. Hanson-Stephen K. Ray,4.26,898709199,en-GB,259
The Alchemist,Paulo Coelho-Alan R. Clarke-James Noel Smith,3.85,60887966,eng,192
The Alchemist,Paulo Coelho-Alan R. Clarke-Özdemir İnce,3.85,61122416,eng,197
Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa-Akira Watanabe,4.57,142150460X,eng,192
Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa-Akira Watanabe,4.56,1591169259,eng,192
Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa-Akira Watanabe,4.57,1421504596,eng,192
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa-Akira Watanabe,4.49,1591169208,eng,192
Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa-Akira Watanabe,4.55,1591169291,eng,200
The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho-Alan R. Clarke-Mœbius,3.85,006019250X,en-US,198
Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa-Akira Watanabe,4.52,1591169232,eng,192
The Kite Runner,Khaled Hosseini,4.28,747588945,eng,324
Pompeii,Robert   Harris,3.81,812974611,eng,304
The Last Days of Pompeii,Edward Bulwer-Lytton-John Gregory Betancourt,3.59,158715739X,eng,360
Of Mice and Men,John Steinbeck,3.86,142000671,eng,112
Of Mice and Men,John Steinbeck-Jim Taylor,3.86,582461464,eng,160
The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,en-US,464
The Westing Game,Ellen Raskin,4.02,014240120X,eng,182
The Egypt Game,Zilpha Keatley Snyder,3.82,808553038,eng,215
Memoirs of a Geisha,Arthur Golden,4.1,1400096898,eng,503
Memoirs of a Geisha,Arthur Golden,4.1,739326228,eng,434
Memoirs of a Geisha,Arthur Golden,4.1,99498189,en-US,497
Memoirs of a Geisha: A Portrait of the Film,David        James-Peggy Mulloy-Rob Marshall-Arthur Golden,4.08,1557046832,eng,144
Memoirs of a Geisha,Arthur Golden,4.1,99771519,eng,493
Geisha of Gion,Mineko Iwasaki-Rande Brown,3.93,074343059X,eng,334
Memoirs Of A Geisha,Arthur Golden,4.1,7229577,eng,3
Love As A Foreign Language #5,J. Torres-Eric  Kim,3.44,1932664394,eng,58
Jungle Love,Margaret Johnson-Philip Prowse,3.37,521750849,eng,95
First Impressions,Nora Roberts,3.74,373510055,eng,250
The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.71,802415318,eng,0
Angels & Demons (Robert Langdon  #1),Dan Brown,3.88,1416524797,eng,736
Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.88,849561877X,spa,508
Angeles & Demonios,Dan Brown-Raúl Amundaray,3.88,972859896,spa,18
The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.82,307277674,eng,489
The Da Vinci Code,Dan Brown,3.82,076792603X,eng,467
Da Vinci Code (Robert Langdon  #2),Dan Brown-Daniel Roche,3.82,2266144340,fre,744
Deception Point,Dan Brown,3.7,1416524800,eng,736
Deception Point,Dan Brown,3.7,671027387,eng,556
Deception Point,Dan Brown,3.7,552151769,eng,585
Deception Point,Dan Brown,3.7,593055071,eng,448
Deception Point,Dan Brown-دان براون-فايزة المنجد-محمد فداء الهاشمي,3.7,9953299072,ara,471
Deception Point,Dan Brown,3.7,1416524886,eng,736
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,eng,383
Eye of the Storm (Hudson  #3),V.C. Andrews,3.82,743409159,eng,368
The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley-William D. Danko,4.02,671015206,eng,258
Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,eng,320
Think and Grow Rich,Napoleon Hill,4.18,1932429239,eng,368
Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.57,977616657,eng,256
Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,en-US,288
Trump: The Art of the Deal,Donald J. Trump-Tony Schwartz,3.65,345479173,en-US,384
The Richest Man in Babylon,George S. Clason,4.25,451205367,eng,194
The Richest Man in Babylon,George S. Clason,4.25,1419349996,eng,4
Shibumi,Trevanian-Gisela Stege,4.22,1400098033,eng,480
1776,David McCullough,4.07,743226720,eng,386
1776,Peter  Stone-Sherman Edwards,4.21,140481397,eng,192
The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.6,226014908,eng,284
Gap Creek,Robert Morgan,3.73,1565122429,eng,326
The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,eng,418
The Good Earth,Pearl S. Buck,3.98,671823493,en-US,260
Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.92,310258979,eng,5
Purpose Driven Life,Rick Warren,3.92,310264138,en-US,336
Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,eng,399
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,eng,384
Snow Flower and the Secret Fan,Lisa See,4.07,812968069,eng,269
The Broker,John Grisham,3.78,385340540,eng,422
The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.5,394720245,eng,1344
The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.73,345480600,eng,320
Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips-Michael D'Orso,3.73,60193395,en-US,201
Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke-Cindy Crawford,3.63,1579546013,en-US,288
Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,eng,405
The Warren Buffett Way,Robert G. Hagstrom-Bill Miller-Kenneth L. Fisher,4.12,471743674,en-US,245
The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles-Tom Osborne,4.05,471430455,eng,432
Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky-John R. Perry,3.16,805431578,eng,368
Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park-Denise Brunkus,3.98,679838864,en-US,68
Monkey Business,Sarah Mlynowski,3.66,373250711,eng,400
Liar's Poker,Michael   Lewis,4.15,140143459,eng,256
Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,eng,214
Giada's Family Dinners,Giada De Laurentiis-Victoria Pearson,3.96,030723827X,eng,256
Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,eng,256
Everyday Pasta,Giada De Laurentiis-Victoria Pearson,4.09,307346587,eng,240
Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence-Petrina Tinslay,4.1,1400052386,eng,256
Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence-JoAnn Cianciulli-Bill Bettencourt-Bobby Flay,4.05,609609971,eng,304
Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence-Petrina Tinslay,3.92,1400052378,eng,287
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61234001,eng,320
Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt-Stephen J. Dubner,3.96,8466625127,spa,250
Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt-Stephen J. Dubner,3.96,61245135,en-US,496
Freakonomics  - O Estranho Mundo da Economia,Steven D. Levitt-Stephen J. Dubner-Carlos Braga,3.96,9722334964,por,264
Collapse,Jared Diamond,3.93,739455354,eng,525
The Last Assassin (John Rain  #5),Barry Eisler,4.25,399153594,eng,338
Life of Pi,Yann Martel,3.9,156030209,en-US,401
Vida de Pi,Yann Martel,3.9,8423335127,spa,323
L'Histoire de Pi,Yann Martel-Nicole Martel-Emile Martel,3.9,828808392,fre,448
The Shadow of the Wind (The Cemetery of Forgotten Books  #1),Carlos Ruiz Zafón-Lucia Graves,4.26,143034901,eng,487
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,140285970,eng,400
Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.48,316646660,eng,400
A Million Little Pieces,James Frey,3.63,307276902,eng,432
A Million Little Pieces of Feces,Python Bonkers,3.55,1411677315,en-US,256
A Million Little Lies,James Pinocchio-Pablo Fenjves,3.4,61171468,en-US,191
The Leadership Challenge,James M. Kouzes-Barry Z. Posner,4.04,787968331,en-US,458
Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.13,446394599,eng,193
Leadership in Organizations,Gary Yukl,3.68,131494848,en-GB,542
Leadership Through the Ages: A Collection of Favorite Quotations,Rudolph W. Giuliani,3.95,1401359299,eng,115
Leadership,Rudolph W. Giuliani,3.72,316861014,eng,397
Men Are from Mars  Women Are from Venus,John Gray,3.54,60574216,eng,368
Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.54,60192771,en-US,368
Men are from Mars  Women are from Venus,John Gray,3.54,7152590,eng,307
Men Are From Mars  Women Are From Venus: A Practical Guide For Improving Communication and Getting What You Want,John Gray,3.54,722538448,en-GB,286
Men Are from Mars  Women Are from Venus,John Gray,3.54,006123205X,eng,2
How to Succeed with Women,Ron  Louis-David Copeland,3.77,735200300,en-US,320
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,553381679,eng,512
The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.04,517542021,eng,468
The Clan of the Cave Bear  Part 1 of 2 (Earth's Children  #1),Jean M. Auel-Donada  Peters,4.43,736606378,eng,0
The Clan of the Cave Bear  Part 2 of 2 (Earth's Children  #1),Jean M. Auel,4.56,5557075313,eng,24
Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,eng,317
Juiced Official Strategy Guide,Doug Walsh,0,744005612,eng,112
The 48 Laws of Power,Robert Greene-Joost Elffers,4.19,140280197,eng,452
Gates of Fire: An Epic Novel of the Battle of Thermopylae,Steven Pressfield,4.41,055338368X,eng,392
Gates Of Fire,Steven Pressfield,4.41,553812165,en-US,523
Fire Sea (The Death Gate Cycle  #3),Margaret Weis-Tracy Hickman,4.06,553295411,eng,414
The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,en-US,721
The Afghan Campaign,Steven Pressfield,3.96,038551641X,eng,354
Tides of War,Steven Pressfield,3.89,553381393,eng,448
Last of the Amazons,Steven Pressfield,3.75,553382047,eng,400
The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield-Robert McKee,4.02,446691437,eng,168
Gita on the Green,Stephen J. Rosen-Steven Pressfield,3.74,826413013,en-US,176
Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo-Steven Pressfield,3.88,811701646,eng,340
Phaedrus and Letters VII and VIII,Plato-Walter Hamilton,4.12,140442758,en-US,160
Phaedrus,Plato-Robin Waterfield,3.91,192802771,eng,128
Phaedrus,Plato-C.J. Rowe,3.91,140449744,eng,176
Euthyphro. Apology. Crito. Phaedo. Phaedrus.,Plato-Harold North Fowler,4.36,674990404,mul,583
Babrius and Phaedrus: Fables (Loeb Classical Library #436),Babrius-Phaedrus-Ben Edwin Perry,4.31,674994809,eng,736
Parmenides/Philebus/Symposium/Phaedrus/Alcibiades 1-2/Hipparchus/Amatores (Platonis Opera  #2),Plato-John Burnet-Hipparchus,4.87,198145411,grc,410
Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato-Benjamin Jowett,4.47,879756322,eng,157
Enthusiasm and Divine Madness,Josef Pieper-Richard Winston-Clara Winston,4.48,189031823X,eng,125
On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,872207889,eng,272
Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,801435307,eng,233
Statesman,Plato-C.J. Rowe,3.84,872204626,eng,128
Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,140449043,en-GB,208
Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,674991842,eng,560
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140449086,eng,716
The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140446389,eng,622
The History (Great Minds),Herodotus-Henry Francis Cary,3.98,879757779,en-US,613
The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,192824252,eng,772
The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,140440348,en-US,653
The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,393959465,en-US,464
The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,375400613,en-US,816
The History,Herodotus-Peter Grene,3.98,226327701,en-US,710
The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,140275363,eng,683
Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,872203522,en-US,574
The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,374529051,en-US,588
The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,147712556,eng,1556
The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,140447946,eng,462
The Iliad,Homer-W.H.D. Rouse,3.85,451527372,en-US,312
The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,872205428,en-US,215
The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,143039954,eng,541
The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,374525749,eng,515
The Odyssey,Homer-Richmond Lattimore,3.75,60931957,eng,374
The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,140449116,eng,324
The Odyssey,Homer-W.H.D. Rouse,3.75,451527364,eng,304
Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,eng,161
Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,mul,607
City Eclogue,Ed Roberson,4.14,1891190237,eng,136
The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,192837680,eng,180
Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.9,155832125X,eng,272
The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,395754909,eng,2057
The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,141000589,eng,1808
The Complete Works,William Shakespeare,4.49,517092948,eng,1248
Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,521618746,eng,289
The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,199267170,eng,1420
The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,eng,137
The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,en-US,272
The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,62513346,en-US,212
Warrior of the Light,Paulo Coelho,3.7,60527986,en-US,142
The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,60832819,eng,336
By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,61122092,eng,208
The Fifth Mountain,Paulo Coelho-Clifford E. Landers,3.62,60930136,en-US,256
Eleven Minutes,Paulo Coelho-Margaret Jull Costa,3.69,60589280,eng,273
Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.7,61124265,eng,210
Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.01,140714545,eng,148
Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,764586033,en-US,129
Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,4.04,764585681,eng,240
Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,4.27,879232153,eng,450
History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,4.3,674991206,mul,496
On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,3.72,872201686,eng,172
History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,4.34,674991222,mul,400
The Peloponnesian War,Thucydides-Steven Lattimore,3.89,872203948,eng,530
The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,3.89,393971678,eng,554
History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,4.28,674991877,eng,480
Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,eng,34
Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,4.03,226307808,eng,221
Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,4.21,226307840,eng,228
Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,4.21,226307832,eng,307
Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,4.39,1590171802,eng,312
Ten Plays,Euripides-Moses Hadas-John Maclean,4.17,553213636,en-US,432
Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,3.98,226307824,eng,255
Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,4.33,226307816,eng,264
Medea and Other Plays,Euripides-John Davie-Richard Rutherford,4.03,140449299,eng,206
Cyclops. Alcestis. Medea,Euripides-David Kovacs,4.21,674995600,eng,432
Medea,Euripides-Donald J. Mastronarde,3.85,521643864,grc,431
The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,140447261,eng,360
Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,3.86,195125983,eng,160
Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,3.78,413752801,eng,192
The Trojan Women and Hippolytus,Euripides,3.56,486424626,eng,64
The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.85,393325830,eng,128
Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,4.07,192832603,eng,282
Alcestis,Euripides-William Arrowsmith,3.83,195061667,eng,142
Suppliant Women  Electra  Heracles,Euripides-David Kovacs,4.47,067499566X,eng,464
Helen,Euripides-A. Dale,3.69,090651598X,eng,216
Medea,Euripides-Georgia Ann Machemer-Michael   Collier,3.85,195145666,eng,116
Euripides: Medea,William Allan,3.88,071563187X,eng,160
CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,eng,69
Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,3.97,674995740,eng,528
Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,715629948,eng,144
The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,4.48,226307662,eng,672
Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,4.01,226307786,en-US,171
Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.1,226307948,eng,188
